taxid,group_id,description,recommendation,penalty,type,disposition
953030,1,Failed to render medical aid.,,"SUSPENDED W/O PAY (10 day(s) ), VACATION DAYS (19 day(s) )",charge,PLEADED GUILTY
953030,1,01.Failed to obtain medical treatment.,CHARGES AND SPECIFICATIONS,,allegation,
953030,1,"02.Wrongfully used physical force.
Wrongfully used physical force resulting in injury.",CHARGES AND SPECIFICATIONS,,allegation,
953030,1,"03.Wrongfully used physical force. 
Wrongfully used physical force resulting in injury.",CHARGES AND SPECIFICATIONS,,allegation,
945232,1,01.Failed to make proper notifications.,B-CD,B - COMMAND DISCIPLINE,allegation,
945232,2,01.Violated patrol rules: unauthorized use of personal device.,C-CD,"C - COMMAND DISCIPLINE, VACATION DAYS (8 day(s) )",allegation,
950796,1,Operated a motor vehicle while under the influence of an intoxicant.,,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), VACATION DAYS (30 day(s) )",charge,PLEADED GUILTY
950796,1,Operated a motor vehicle while their ability was impaired.,,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), VACATION DAYS (30 day(s) )",charge,PLEADED GUILTY
950796,1,Unfit for duty while armed.,,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), VACATION DAYS (30 day(s) )",charge,PLEADED GUILTY
950796,1,Refused to submit to a breathalyzer test.,,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), VACATION DAYS (30 day(s) )",charge,PLEADED GUILTY
899501,1,"WHILE OFF-DUTY, WRONGFULLY ENGAGED IN A PHYSICAL ALTERCATION WITH ANOTHER PERSON, IDENTITY KNOWN TO THE DEPARTMENT",,VACATION DAYS (45 day(s) ),charge,GUILTY
899501,1,"WHILE OFF-DUTY, WRONGFULLY FAILED TO REQUEST THE RESPONSE OF THE PATROL SUPERVISOR, PRECINCT OF OCCURRENCE",,VACATION DAYS (45 day(s) ),charge,GUILTY
899501,1,"WHILE OFF-DUTY, WRONGFULLY IMPEDED AN OFFICIAL DEPARTMENT INVESTIGATION  INVOLVING SAID ASSISTANT CHIEF AND ANOTHER PERSON, IDENTITY KNOWN TO THE DEPARTMENT.",,VACATION DAYS (45 day(s) ),charge,GUILTY
899501,1,01.Violated patrol rules.,B-CD,,allegation,
956863,1,Wrongful detainment.,,VACATION DAYS (13 day(s) ),charge,GUILTY
956863,1,Wrongfully issued a summons to an individual known to the Department.,,VACATION DAYS (13 day(s) ),charge,GUILTY
956863,1,01.Violated patrol rules.,B-CD,,allegation,
956863,2,01.Wrongfully discourteous to an individual known to the Department.,A-CD,A - COMMAND DISCIPLINE,allegation,
956863,3,01.Violated patrol rules.,A-CD,A - COMMAND DISCIPLINE,allegation,
956863,4,01.Failed to activate their body worn camera.,OTHER,TRAINING,allegation,
956863,4,02.Failed to make required entries in Department Logs.,OTHER,TRAINING,allegation,
956863,5,01.Wrongfully discourteous.,CHARGES AND SPECIFICATIONS,,allegation,
956863,5,01.Wrongfully searched a vehicle.,CHARGES AND SPECIFICATIONS,,allegation,
956863,5,02.Wrongfully frisked an individual known to the Department.,CHARGES AND SPECIFICATIONS,,allegation,
956863,5,03.Wrongfully threatened to arrest.,CHARGES AND SPECIFICATIONS,,allegation,
956863,5,04.Wrongfully used offensive language.,CHARGES AND SPECIFICATIONS,,allegation,
954085,1,01.Violated patrol rules.,A-CD,,allegation,
953036,1,Failed to follow proper firearm handling procedures resulting in a discharge.,,PRE-TRIAL SUSPENSION DAYS (15 day(s) ),charge,PLEADED GUILTY
942099,1,01.Failed to make required entries in Department Logs.,CHARGES AND SPECIFICATIONS,"B - COMMAND DISCIPLINE, VACATION DAYS (10 day(s) )",allegation,
942099,1,02.Failed to take police action,CHARGES AND SPECIFICATIONS,"B - COMMAND DISCIPLINE, VACATION DAYS (10 day(s) )",allegation,
963625,1,01.Wrongfully discourteous to an individual known to the Department.,A-CD,A - COMMAND DISCIPLINE,allegation,
949238,1,"IMPROPERLY  HAD CONTACT WITH A PERSON KNOWN TO THE DEPARTMENT, WITHOUT PERMISSION OR AUTHORITY.",,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (45 day(s) )",charge,GUILTY
949238,1,FAILED TO SAFEGUARD HER DEPARTMENT ISSUED SERVICE FIREARM.,,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (45 day(s) )",charge,GUILTY
938911,1,"WHILE ON DUTY,  FAILED TO SAFEGUARD A PRISONER, RESULTING IN THE LOSS OF SAID PRISONER.",,VACATION DAYS (25 day(s) ),charge,GUILTY
938911,1,"WHILE ON-DUTY, FAILED TO UTILIZE AT LEAST TWO (2) DEPARTMENT VEHICLES WHILE CONDUCTING A CHECKPOINT.",,VACATION DAYS (25 day(s) ),charge,GUILTY
938911,1,"WHILE ON DUTY, FAILED TO SAFEGUARD A DEPARTMENT VEHICLE.",,VACATION DAYS (25 day(s) ),charge,GUILTY
942101,1,UTILIZED THE DEPARTMENT'S COMPUTER SYSTEMS TO CONDUCT FIFTY-TWO (52) INQUIRIES WHICH WERE NOT RELATED TO THE OFFICIAL BUSINESS OF THE DEPARTMENT.,,VACATION DAYS (30 day(s) ),charge,GUILTY
972359,1,01.Failed to make required entries in Department Logs.,B-CD,"B - COMMAND DISCIPLINE, VACATION DAYS (3 day(s) )",allegation,
972359,1,02.Failed to notify the radio dispatcher about a vehicle pursuit.,B-CD,"B - COMMAND DISCIPLINE, VACATION DAYS (3 day(s) )",allegation,
960849,1,01.Failed to activate their body worn camera.,OTHER,,allegation,
949240,1,01.Failed to make required entries in Department Logs.,OTHER,,allegation,
955116,1,Improperly used force against a person known to the department.,,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (40 day(s) )",charge,PLEADED GUILTY
955116,1,Improperly used force against a person known to the department.,,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (40 day(s) )",charge,PLEADED GUILTY
955116,1,Improperly used force against a person known to the department.,,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (40 day(s) )",charge,PLEADED GUILTY
955116,1,Improperly used force against a person known to the department.,,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (40 day(s) )",charge,PLEADED GUILTY
955116,1,Misleading statements.,,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (40 day(s) )",charge,PLEADED GUILTY
955116,1,"01.Failed to prepare a stop, question and frisk report",TRAINING,TRAINING,allegation,
955116,1,02.Failed to prepare an activity log entry documenting the incident,OTHER,TRAINING,allegation,
955116,1,03.Improperly detained an individual known to the department,TRAINING,TRAINING,allegation,
955116,1,04.Improperly entered apartment,TRAINING,TRAINING,allegation,
955116,1,05.Improperly frisked an individual known to the department,TRAINING,TRAINING,allegation,
955116,2,01.Violated patrol rules.,B-CD,,allegation,
955116,2,02.Wrongfully stopped an individual known to the Department.,B-CD,,allegation,
955116,3,01.Failed to make required entries in Department Logs.,OTHER,,allegation,
955116,3,02.Failed to prepare required reports.,OTHER,,allegation,
955116,4,01.Wrongfully frisked an individual known to the Department.,B-CD,,allegation,
968593,1,01.Violated patrol rules - failed to provide a business card,TRAINING,TRAINING,allegation,
969930,1,Out of residence while on sick report.,,VACATION DAYS (10 day(s) ),charge,PLEADED GUILTY
944113,1,"while off-duty, did fail and neglect to comply with an order.",,PRE-TRIAL SUSPENSION DAYS (30 day(s) ),charge,GUILTY
944113,1,"while off-duty, wrongfully and without just cause engaged in off-duty employment.",,PRE-TRIAL SUSPENSION DAYS (30 day(s) ),charge,GUILTY
944113,1,01.Failed to make required entries in Department Logs.,OTHER,,allegation,
944113,2,01.Computer misuse,B-CD,"C - COMMAND DISCIPLINE, VACATION DAYS (18 day(s) )",allegation,
944113,2,02.Computer misuse with dissemination.,C-CD,"C - COMMAND DISCIPLINE, VACATION DAYS (18 day(s) )",allegation,
944113,2,03.Off Duty Employment.,C-CD,"C - COMMAND DISCIPLINE, VACATION DAYS (18 day(s) )",allegation,
939385,1,Failed to make proper notification.,,VACATION DAYS (30 day(s) ),charge,PLEADED GUILTY
939385,1,Criminal Mischief.,,VACATION DAYS (30 day(s) ),charge,PLEADED GUILTY
939385,1,Made misleading or inaccurate statements during an official Department interview.,,VACATION DAYS (30 day(s) ),charge,PLEADED GUILTY
944757,1,DID WRONGFULLY AND WITHOUT JUST CAUSE ENGAGE IN OFF-DUTY EMPLOYMENT WITHOUT AUTHORITY OR PERMISSION TO DO SO.,,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (30 day(s) )",charge,GUILTY
944757,1,"DID FAIL TO MAINTAIN A CURRENT NEW YORK STATE DRIVER's LICENSE, AS REQUIRED.",,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (30 day(s) )",charge,GUILTY
944757,1,DID MAKE INQUIRIES ON A DEPARTMENT COMPUTER THAT DID NOT RELATE TO THE OFFICIAL BUSINESS OF THE DEPARTMENT.,,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (30 day(s) )",charge,GUILTY
944757,1,DID FAIL TO SAFEGUARD DEPARTMENT PROPERTY.,,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (30 day(s) )",charge,GUILTY
944757,1,"DID WRONGFULLY OPERATE A VEHICLE, WHICH WAS UNREGISTERED.",,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (30 day(s) )",charge,GUILTY
944757,1,"DID WRONGFULLY OPERATE A VEHICLE, WHICH WAS UNINSURED.",,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (30 day(s) )",charge,GUILTY
944757,1,DID WRONGFULLY AND WITHOUT JUST CAUSE OPERATE A VEHICLE THAT BORE A DELAWARE DEALER LICENSE PLATE.,,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (30 day(s) )",charge,GUILTY
944757,1,POLICE OFFICER STORED HIS VEHICLE ON A PRIVATE DEPARTMENT PARKING LOT WITHOUT PERMISSION OR AUTHORITY TO DO SO.,,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (30 day(s) )",charge,GUILTY
944757,1,DID WRONGFULLY AND WITHOUT JUST CAUSE ENGAGE IN OFF-DUTY EMPLOYMENT AT A LICENSED PREMISES WITHOUT AUTHORITY OR PERMISSION TO DO SO.,,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (30 day(s) )",charge,GUILTY
944757,1,"DID WRONGFULLY OPERATE A VEHICLE, WHICH WAS UNINSPECTED.",,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (30 day(s) )",charge,GUILTY
944757,1,DID WRONGFULLY OPERATE A VEHICLE WHICH BORE AN IMPROPER ARIZONA LICENSE PLATE WHICH WAS NOT REGISTERED.,,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (30 day(s) )",charge,GUILTY
956869,1,Force.,,VACATION DAYS (10 day(s) ),charge,PLEADED GUILTY
956869,1,Fail to document use of force.,,VACATION DAYS (10 day(s) ),charge,PLEADED GUILTY
945946,1,WRONGFULLY FAILED TO ATTEMPT TO ISOLATE AND CONTAIN AN APPARENTLY EMOTIONALLY DISTURBED PERSON,,VACATION DAYS (10 day(s) ),charge,GUILTY
942107,1,WRONGFULLY CONDUCTED ONE (1) OR MORE QUERIES IN CONFIDENTIAL DEPARTMENT DATABASES UNRELATED TO OFFICIAL DEPARTMENT BUSINESS.,,VACATION DAYS (15 day(s) ),charge,GUILTY
950809,1,01.Violated patrol rules.,B-CD,,allegation,
950809,1,02.Wrongful detainment.,B-CD,,allegation,
938920,1,"WHILE ON-DUTY, WRONGFULLY  SEARCHED AN OCCUPIED CAR WITHOUT SUFFICIENT LEGAL AUTHORITY.",,VACATION DAYS (3 day(s) ),charge,GUILTY
938920,1,"WHILE ON-DUTY, ABUSED HIS AUTHORITY AS A MEMBER OF THE NEW YORK CITY POLICE DEPARTMENT IN THAT HE IMPROPERLY CONDUCTED A STRIP SEARCH OF A PERSON KNOWN TO THE DEPARTMENT",,VACATION DAYS (3 day(s) ),charge,GUILTY
962567,1,01.Wrongfully threatened to seize a person's property.,A-CD,A - COMMAND DISCIPLINE,allegation,
962567,2,01.Wrongfully threatened to damage property.,A-CD,A - COMMAND DISCIPLINE,allegation,
957800,1,WHILE ON-DUTY FAILED AND NEGLECTED TO IMMEDIATELY NOTIFY THE PATROL SUPERVISOR AND REMAIN AT THE SCENE OF A VEHICLE ACCIDENT INVOLVING A DEPARTMENT VEHICLE AND A CIVILIAN.,,VACATION DAYS (10 day(s) ),charge,GUILTY
949246,1,Discharged a firearm outside Department guidelines (fired at vehicle),,"TRAINING, VACATION DAYS (20 day(s) )",charge,PLEADED GUILTY
949246,1,01.Improper frisk,TRAINING,"INSTRUCTIONS, TRAINING",allegation,
949246,1,02.Improper search,TRAINING,"INSTRUCTIONS, TRAINING",allegation,
949246,1,03.Improper stop,TRAINING,"INSTRUCTIONS, TRAINING",allegation,
949246,1,04.failed to prepare memo book entries,INSTRUCTIONS,"INSTRUCTIONS, TRAINING",allegation,
949246,1,05.failed to prepare report,INSTRUCTIONS,"INSTRUCTIONS, TRAINING",allegation,
955120,1,WAS UNFIT FOR DUTY.,,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, VACATION DAYS (25 day(s) )",charge,GUILTY
955120,1,WAS UNFIT FOR DUTY WHILE ARMED.,,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, VACATION DAYS (25 day(s) )",charge,GUILTY
955120,1,01.Wrongful entry of a premises.,TRAINING,TRAINING,allegation,
944761,1,01.Failure to cover an individual in custody exposed body parts.,A-CD,,allegation,
944761,2,01.Failed to timely activate body worn camera.,OTHER,,allegation,
961908,1,01.Violated Social Media guidelines.,B-CD,"C - COMMAND DISCIPLINE, VACATION DAYS (8 day(s) )",allegation,
961908,1,01.Wrongfully disseminated confidential Department information.,B-CD,"C - COMMAND DISCIPLINE, VACATION DAYS (8 day(s) )",allegation,
961908,2,01.Wrongfully discourteous to an individual known to the Department.,A-CD,A - COMMAND DISCIPLINE,allegation,
961908,3,01.Failed to make required entries in Department Logs.,TRAINING,TRAINING,allegation,
932948,1,01.Wrongful entry of a premises.,CHARGES AND SPECIFICATIONS,"B - COMMAND DISCIPLINE, VACATION DAYS (8 day(s) )",allegation,
932948,1,02.Wrongful search of a premises.,CHARGES AND SPECIFICATIONS,"B - COMMAND DISCIPLINE, VACATION DAYS (8 day(s) )",allegation,
932948,2,01.Violated patrol rules.,A-CD,,allegation,
967983,1,01.Wrongfully discourteous to an individual known to the Department.,A-CD,,allegation,
965787,1,01.Wrongful removal to a hospital.,A-CD,,allegation,
965787,1,02.Wrongfully used physical force.,A-CD,,allegation,
965787,2,01.Failed to prepare required reports.,OTHER,,allegation,
965787,2,02.Wrongfully deactivated their body worn camera.,OTHER,,allegation,
953044,1,Off-duty employment without permission.,,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (55 day(s) )",charge,GUILTY
953044,1,"Wrongfully disseminated confidential Department information.
Made computer inquiries unrelated to official Department business.",,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (55 day(s) )",charge,GUILTY
953044,1,"Made misleading or inaccurate statements during an official Department interview. 
Refused to answer questions during an official Department interview",,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (55 day(s) )",charge,GUILTY
947201,1,"WHILE OFF-DUTY AND, DID WRONGFULLY OPERATE A MOTOR VEHICLE WHILE UNDER THE INFLUENCE OF AN INTOXICANT",,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), SUSPENDED W/O PAY (15 day(s) ), VACATION DAYS (15 day(s) )",charge,GUILTY
947201,1,"WHILE OFF-DUTY, DID WRONGFULLY OPERATE A MOTOR VEHICLE WHILE HIS ABILITY WAS IMPAIRED BY AN INTOXICANT",,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), SUSPENDED W/O PAY (15 day(s) ), VACATION DAYS (15 day(s) )",charge,GUILTY
947201,1,"WHILE OFF-DUTY, SAID POLICE OFFICER MANCEBO REFUSED TO SUBMIT TO A CHEMICAL BREATH TEST",,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), SUSPENDED W/O PAY (15 day(s) ), VACATION DAYS (15 day(s) )",charge,GUILTY
947201,1,"WHILE OFF-DUTY, SAID POLICE OFFICER WAS UNFIT FOR DUTY.",,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), SUSPENDED W/O PAY (15 day(s) ), VACATION DAYS (15 day(s) )",charge,GUILTY
954091,1,01.Failed to follow Row Tow procedures (DARP).,C-CD,"C - COMMAND DISCIPLINE, VACATION DAYS (10 day(s) )",allegation,
954091,1,02.Failed to make required entries in Department Logs (Activity Logs).,C-CD,"C - COMMAND DISCIPLINE, VACATION DAYS (10 day(s) )",allegation,
