taxid,group_id,description,recommendation,penalty,type,disposition
933804,1,WRONGFULLY AND WITHOUT JUST CAUSE ABSENT FROM SAID RESIDENCE WITHOUT THE PERMISSION OF SAID POLICE OFFICER'S DISTRICT SURGEON AND OR HEALTH SERVICES DIVISION SICK DESK SUPERVISOR.,,VACATION DAYS (20 day(s) ),charge,GUILTY
933804,2,OFFICER DID ENTER AN ESTABLISHMENT WHERE THAT LIQUOR LICENSE HAD EXPIRED BUT WHERE LIQUOR CONTINUED TO BE SERVED.,,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (35 day(s) )",charge,GUILTY
933804,2,OFFICER DID ILLEGALLY UTILIZE ONE (1) NEW YORK STATE LICENSE PLATE FOR OFFICER's OTHER VEHICLES.,,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (35 day(s) )",charge,GUILTY
933804,2,"WHILE OFF-DUTY, WRONGFULLY AND WITHOUT JUST CAUSE ENGAGED IN OFF-DUTY EMPLOYMENT",,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (35 day(s) )",charge,GUILTY
933804,2,"WHILE OFF-DUTY, DID ENTER AN ESTABLISHMENT WHERE THE LIQUOR LICENSE HAD EXPIRED BUT WHERE LIQUOR CONTINUED TO BE SERVED.",,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (35 day(s) )",charge,GUILTY
933804,2,"WHILE OFF-DUTY, DID ILLEGALLY UTILIZE ONE (1) NEW YORK STATE LICENSE PLATE.",,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (35 day(s) )",charge,GUILTY
958635,1,01.Failed to make required entries in Department Logs.,OTHER,,allegation,
958635,1,02.Wrongful entry of a premises.,TRAINING,,allegation,
953911,1,01.Violated patrol rules.,A-CD,,allegation,
928381,1,"WHILE ON-DUTY, FAILED TO PROPERLY PERFORM ASSIGNMENT AND TAKE POLICE ACTION",,VACATION DAYS (5 day(s) ),charge,GUILTY
928381,1,"WHILE ON-DUTY, FAILED TO VOUCHER PROPERTY",,VACATION DAYS (5 day(s) ),charge,GUILTY
928381,1,"WHILE ON-DUTY, MADE INCOMPLETE ENTRIES IN MEMOBOOK.",,VACATION DAYS (5 day(s) ),charge,GUILTY
947033,1,"WHILE ON-DUTY, WRONGFULLY THREATENED TO NOTIFY THE ADMINISTRATION FOR CHILDREN's SERVICES WITHOUT SUFFICIENT LEGAL AUTHORITY.",,VACATION DAYS (3 day(s) ),charge,GUILTY
947033,2,Involved in a verbal altercation.,,VACATION DAYS (20 day(s) ),charge,PLEADED GUILTY
965138,1,01.Violated patrol rules.,B-CD,,allegation,
965138,1,01.Wrongfully searched a vehicle,B-CD,,allegation,
965138,2,01.Failed to timely activate their body worn camera.,OTHER,,allegation,
957629,1,Involved in a physical altercation.,,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), PRE-TRIAL SUSPENSION DAYS (30 day(s) ), SUSPENDED W/O PAY (30 day(s) ), VACATION DAYS (10 day(s) )",charge,PLEADED GUILTY
957629,1,Failed to make proper notifications (Operations Unit).,,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), PRE-TRIAL SUSPENSION DAYS (30 day(s) ), SUSPENDED W/O PAY (30 day(s) ), VACATION DAYS (10 day(s) )",charge,PLEADED GUILTY
957629,1,Failed to remain at the scene of an off-duty incident.,,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), PRE-TRIAL SUSPENSION DAYS (30 day(s) ), SUSPENDED W/O PAY (30 day(s) ), VACATION DAYS (10 day(s) )",charge,PLEADED GUILTY
963046,1,Wrongfully stopped an individual known to the Department.,,"TRAINING, VACATION DAYS (11 day(s) )",charge,PLEADED GUILTY
963046,1,Wrongfully frisked an individual known to the Department.,,"TRAINING, VACATION DAYS (11 day(s) )",charge,PLEADED GUILTY
963046,1,Failed to timely activate body-worn camera.,,"TRAINING, VACATION DAYS (11 day(s) )",charge,PLEADED GUILTY
970547,1,01.failed to activate BWC,B-CD,"B - COMMAND DISCIPLINE, VACATION DAYS (3 day(s) )",allegation,
970547,1,02.failed to prepare activity logs,B-CD,"B - COMMAND DISCIPLINE, VACATION DAYS (3 day(s) )",allegation,
923891,1,SAID LIEUTENANT WAS INVOLVED IN FOUR (4) SEPARATE DOMESTIC INCIDENTS WITH AN INDIVIDUAL KNOWN TO THE DEPARTMENT.,,VACATION DAYS (15 day(s) ),charge,GUILTY
923891,1,"HAVING BEEN INVOLVED IN OFF-DUTY INCIDENTS, DID THEREAFTER FAIL AND NEGLECT TO REPORT SAID INCIDENTS TO THE PATROL SUPERVISOR.",,VACATION DAYS (15 day(s) ),charge,GUILTY
923891,1,WAS WRONGFULLY AND WITHOUT JUST CAUSE ABSENT FROM SAID RESIDENCE WITHOUT PERMISSION OF SAID OFFICER's DISTRICT SURGEON AND/OR THE MEDICAL DIVISION SICK DESK SUPERVISOR.,,VACATION DAYS (15 day(s) ),charge,GUILTY
923891,2,"WHILE ON-DUTY, WAS ABSENT FROM ASSIGNMENT WITHOUT PERMISSION OR POLICE NECESSITY ON EIGHT (8) SEPARATE OCCASIONS FOR AN APPROXIMATE TOTAL OF TEN HOURS AND FORTY-NINE MINUTES (10:49) AND FAILED TO SUBMIT A LEAVE OF ABSENCE REPORT FOR THE LOST TIME.",,"DISMISSAL PROBATION (12 month(s) ), FORFEITURE OF TIME/LEAVE BALANCES, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), VACATION DAYS (30 day(s) )",charge,GUILTY
923891,2,"WHILE SCHEDULED TO PERFORM A TOUR OF 0645 X 1530 HOURS, REPORTED LATE ON APPROXIMATELY THIRTY-FIVE (35) SEPARATE OCCASIONS.",,"DISMISSAL PROBATION (12 month(s) ), FORFEITURE OF TIME/LEAVE BALANCES, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), VACATION DAYS (30 day(s) )",charge,GUILTY
923891,2,WHILE ON-DUTY WRONGFULLY CHANGED HIS TOUR ON THIRTEEN (13) SEPARATE OCCASIONS.,,"DISMISSAL PROBATION (12 month(s) ), FORFEITURE OF TIME/LEAVE BALANCES, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), VACATION DAYS (30 day(s) )",charge,GUILTY
923891,2,"WHILE ON-DUTY, FAILED TO IMMEDIATELY RETURN TO HIS COMMAND UPON COMPLETION OF HIS APPEARANCE AT CCRB.",,"DISMISSAL PROBATION (12 month(s) ), FORFEITURE OF TIME/LEAVE BALANCES, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), VACATION DAYS (30 day(s) )",charge,GUILTY
923891,2,"WHILE ON-DUTY, WAS OBSERVED ENTERING A PRIVATELY OWNED GYM ON HIS MEAL PERIOD.",,"DISMISSAL PROBATION (12 month(s) ), FORFEITURE OF TIME/LEAVE BALANCES, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), VACATION DAYS (30 day(s) )",charge,GUILTY
923891,2,"WHILE ON-DUTY, MADE INCORRECT ENTRIES IN HIS ACTIVITY LOG.",,"DISMISSAL PROBATION (12 month(s) ), FORFEITURE OF TIME/LEAVE BALANCES, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), VACATION DAYS (30 day(s) )",charge,GUILTY
923891,2,"WHILE ON-DUTY, FAILED AND NEGLECTED TO MAINTAIN HIS ACTIVITY LOG.",,"DISMISSAL PROBATION (12 month(s) ), FORFEITURE OF TIME/LEAVE BALANCES, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), VACATION DAYS (30 day(s) )",charge,GUILTY
923891,2,"WHILE ON-DUTY, FAILED AND NEGLECTED TO PROPERLY SAFEGUARD HIS ACTIVITY LOG.",,"DISMISSAL PROBATION (12 month(s) ), FORFEITURE OF TIME/LEAVE BALANCES, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), VACATION DAYS (30 day(s) )",charge,GUILTY
923891,3,WHILE ON-DUTY FAILED AND NEGLECTED TO REMAIN ALERT.,,"DISMISSAL PROBATION (12 month(s) ), FORFEITURE OF TIME/LEAVE BALANCES, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), VACATION DAYS (30 day(s) )",charge,GUILTY
923891,3,WHILE ON-DUTY WRONGFULLY AND WITHOUT JUST CAUSE FAILED TO SUPERVISE OTHER MEMBERS OF THE SERVICE UNDER HIS SUPERVISION.,,"DISMISSAL PROBATION (12 month(s) ), FORFEITURE OF TIME/LEAVE BALANCES, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), VACATION DAYS (30 day(s) )",charge,GUILTY
947757,1,01.Wrongfully threatened to arrest an individual known to the Department,A-CD,,allegation,
969742,1,01.failed to activate BWC,B-CD,"B - COMMAND DISCIPLINE, VACATION DAYS (3 day(s) )",allegation,
969742,1,02.failed to prepare activity logs,B-CD,"B - COMMAND DISCIPLINE, VACATION DAYS (3 day(s) )",allegation,
934934,1,Endangered the welfare of a child.,,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (15 day(s) )",charge,PLEADED GUILTY
934934,1,Involved in an altercation.,,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (15 day(s) )",charge,PLEADED GUILTY
934934,1,Endangered the welfare of a child,,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (15 day(s) )",charge,PLEADED GUILTY
934934,1,Involved in a physical altercation,,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (15 day(s) )",charge,PLEADED GUILTY
928384,1,WRONGFULLY CAUSED INACCURATE ENTRIES TO BE MADE IN DEPARTMENT RECORDS.,,VACATION DAYS (20 day(s) ),charge,GUILTY
963047,1,"AFTER BEING INVOLVED IN AN OFF-DUTY INCIDENT, DID FAIL AND NEGLECT TO NOTIFY THE OPERATIONS UNIT",,VACATION DAYS (7 day(s) ),charge,PLEADED GUILTY
963047,1,01.Wrongfully threatened to damage property.,A-CD,A - COMMAND DISCIPLINE,allegation,
970549,1,01.Wrongful entry of a premises.,TRAINING,TRAINING,allegation,
966079,1,01.Wrongful Entry of a premises,TRAINING,TRAINING,allegation,
961791,1,01.Wrongful removal to a hospital.,A-CD,A - COMMAND DISCIPLINE,allegation,
932718,1,01.Improper frisk of an individual,TRAINING,TRAINING,allegation,
932718,1,02.Improper search of an individual,TRAINING,TRAINING,allegation,
932718,2,01.Wrongfully discourteous to an individual known to the Department.,NO DISCIPLINARY ACTION,,allegation,
932718,2,02.Wrongfully used offensive language.,NO DISCIPLINARY ACTION,,allegation,
954871,1,Failed an Integrity Test.,,VACATION DAYS (21 day(s) ),charge,PLEADED GUILTY
954871,1,Wrongfully discourteous to an individual known to the Department.,,VACATION DAYS (21 day(s) ),charge,PLEADED GUILTY
954871,1,Failed to activate their body worn camera.,,VACATION DAYS (21 day(s) ),charge,PLEADED GUILTY
927144,1,"WRONGFULLY SUBMITTED A LETTER REQUESTING AN ACCOMMODATION FOR A PROMOTION EXAM TO THE NEW YORK CITY DEPARTMENT OF CITY WIDE ADMINISTRATIVE SERVICES (DCAS), WIHICH SAID DETECTIVE KNEW CONTAINED A FALSE STATEMENT OR FALSE INFORMATION, AND KNOWING IT WILL BE FILED WITH, REGISTERED OR RECORDED IN OR OTHERWISE BECOME A PART OF THE RECORDS OF DCAS.",,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (60 day(s) )",charge,GUILTY
927144,1,MADE FALSE AND MISLEADING STATEMENTS DURING AN OFFICIAL DEPARTMENT INTERVIEWS CONDUCTED IN REGARD TO RELIGUOUS ACCOMMODATION LETTERS TO THE NYC DEPARTMENT OF CITYWIDE SERVICES.,,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (60 day(s) )",charge,GUILTY
960595,1,01.Failed to provide business card.,INSTRUCTIONS,"INSTRUCTIONS, TRAINING",allegation,
960595,1,02.Wrongfully entered premise.,TRAINING,"INSTRUCTIONS, TRAINING",allegation,
947758,1,01.Wrongfully discourteous to an individual known to the Department.,B-CD,"B - COMMAND DISCIPLINE, VACATION DAYS (1 day(s) )",allegation,
947758,2,01.Wrongfully discourteous to an individual known to the Department.,A-CD,,allegation,
968447,1,01.Violated patrol rules - failed to provide a business card,A-CD,A - COMMAND DISCIPLINE,allegation,
968447,1,02.Wrongfully discourteous to an individual known to the Department.,A-CD,A - COMMAND DISCIPLINE,allegation,
956684,1,"KNOWINGLY ASSOCIATED WITH A PERSON OR ORGANIZATION REASONABLY BELIEVED TO BE ENGAGED IN, LIKELY TO ENGAGE IN, OR TO HAVE ENGAGED IN CRIMINAL ACTIVITIES.",,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (20 day(s) )",charge,GUILTY
956684,1,MADE INQUIRIES ON A DEPARTMENT COMPUTER THAT DID NOT RELATE TO THE OFFICIAL BUSINESS OF THE DEPARTMENT ABOUT THE ARREST OF AN INDIVIDUAL KNOWN TO THE DEPARTMENT.,,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (20 day(s) )",charge,GUILTY
963546,1,Consumed alcohol while on-duty.,,"DISMISSAL PROBATION (12 month(s) ), FORFEITURE OF TIME/LEAVE BALANCES, VACATION DAYS (60 day(s) )",charge,PLEADED GUILTY
963546,1,Misuse of time (straight or overtime).,,"DISMISSAL PROBATION (12 month(s) ), FORFEITURE OF TIME/LEAVE BALANCES, VACATION DAYS (60 day(s) )",charge,PLEADED GUILTY
963546,1,Failed to make proper notifications.,,"DISMISSAL PROBATION (12 month(s) ), FORFEITURE OF TIME/LEAVE BALANCES, VACATION DAYS (60 day(s) )",charge,PLEADED GUILTY
963546,1,Open container of alcohol in a vehicle.,,"DISMISSAL PROBATION (12 month(s) ), FORFEITURE OF TIME/LEAVE BALANCES, VACATION DAYS (60 day(s) )",charge,PLEADED GUILTY
963546,1,Consumed alcohol while on-duty.,,"DISMISSAL PROBATION (12 month(s) ), FORFEITURE OF TIME/LEAVE BALANCES, VACATION DAYS (60 day(s) )",charge,PLEADED GUILTY
947035,1,Made inappropriate comment.,,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (40 day(s) )",charge,PLEADED GUILTY
938579,1,"WHILE ON-DUTY, WRONGFULLY DISPLAYED HER DEPARTMENT RESTRICTED PARKING PLAQUE WHILE PARKED ILLEGALLY",,VACATION DAYS (20 day(s) ),charge,GUILTY
938579,1,"WHILE ON-DUTY, WRONGFULLY OBSCURED AND/OR COVERED HER VEHICLE'S LICENSE PLATE IN ORDER TO EVADE RED LIGHT AND SPEED CAMERAS",,VACATION DAYS (20 day(s) ),charge,GUILTY
938579,2,Used an unauthorized holster.,,VACATION DAYS (25 day(s) ),charge,PLEADED GUILTY
938579,2,Failed to identify themselves as a police officer.,,VACATION DAYS (25 day(s) ),charge,PLEADED GUILTY
938579,3,Improperly used Department property (letterhead / email).,,VACATION DAYS (10 day(s) ),charge,PLEADED GUILTY
966599,1,01.Failed to make required entries in Department Logs.,B-CD,TRAINING,allegation,
966599,1,02.Wrongfully used physical force.,B-CD,TRAINING,allegation,
966599,2,01.Wrongfully used physical force.,A-CD,"A - COMMAND DISCIPLINE, VACATION DAYS (5 day(s) )",allegation,
949041,1,01.Failed to timely activate their body worn camera.,OTHER,,allegation,
949041,2,01.Violated patrol rules - refused to provide name,A-CD,A - COMMAND DISCIPLINE,allegation,
949041,2,02.Violated patrol rules - refused to provide shield,A-CD,A - COMMAND DISCIPLINE,allegation,
955954,1,USED EXCESSIVE FORCE AGAINST A HANDCUFFED PRISONER AND BROUGHT HIM TO THE FLOOR WITH EXCESSIVE FORCE CAUSING PHYSICAL INJURY.,,VACATION DAYS (20 day(s) ),charge,GUILTY
962437,1,01.Violated patrol rules.,TRAINING,,allegation,
941024,1,WRONGFULLY OPERATED A MOTOR VEHICLE WHILE UNDER THE INFLUENCE OF AN INTOXICANT.,,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (30 day(s) )",charge,GUILTY
941024,1,WRONGFULLY OPERATED A MOTOR VEHICLE WHILE HIS ABILITY WAS IMPAIRED BY AN INTOXICANT.,,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (30 day(s) )",charge,GUILTY
941024,1,WRONGFULLY OPERATED A MOTOR VEHICLE WHILE INTOXICATED WITH A BLOOD ALCOHOL LEVEL OF .262% BAC.,,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (30 day(s) )",charge,GUILTY
941024,1,UNFIT FOR DUTY WHILE OFF-DUTY.,,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (30 day(s) )",charge,GUILTY
941024,1,CONSUMED INTOXICANTS IN AN ESTABLISHMENT WHICH DID NOT POSSESS A NEW YORK STATE LIQUOR AUTHORITY LICENSE.,,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (30 day(s) )",charge,GUILTY
941024,1,"RESPONDENT SERVED INTOXICANTS TO AN INDIVIDUAL KNOWN TO THE DEPARTMENT, UNDER THE AGE OF TWENTY-ONE (21).",,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (30 day(s) )",charge,GUILTY
941024,1,01.Wrongful entry of a premises.,B-CD,"B - COMMAND DISCIPLINE, VACATION DAYS (5 day(s) )",allegation,
941024,1,02.Wrongful search of a premises.,B-CD,"B - COMMAND DISCIPLINE, VACATION DAYS (5 day(s) )",allegation,
934938,1,01.Failed to timely make proper notifications while on duty.,B-CD,INSTRUCTIONS,allegation,
941930,1,01.Violated patrol rules.,A-CD,"A - COMMAND DISCIPLINE, VACATION DAYS (3 day(s) )",allegation,
944600,1,"WHILE OFF-DUTY,DID WRONGFULLY OPERATE A MOTOR VEHICLE UNDER THE INFLEUNCE OF ALCOHOL",,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (15 day(s) )",charge,GUILTY
944600,1,WHILE OFF DUTY WRONGFULLY OPERATED A MOTOR VEHICLE WHILE UNDER THE INFLUENCE OF AN INTOXICANT,,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (15 day(s) )",charge,GUILTY
944600,1,WHILE OFF DUTY WRONGFULLY OPERATED A MOTOR VEHICLE WHILE SAID MEMBER'S ABILITY WAS  IMPARED,,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (15 day(s) )",charge,GUILTY
944600,1,UNFIT FOR DUTY,,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (15 day(s) )",charge,GUILTY
944600,1,REFUSED TO SUBMIT TO A BREATHALYZER TEST,,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (15 day(s) )",charge,GUILTY
964528,1,01.Wrongfully searched a vehicle.,B-CD,"B - COMMAND DISCIPLINE, VACATION DAYS (3 day(s) )",allegation,
934940,1,"WHILE ON-DUTY, FAILED TO PROPERLY MONITOR A PRISONER.",,VACATION DAYS (25 day(s) ),charge,GUILTY
934940,1,"WHILE ON-DUTY, INACCURATELY COMPLETED A MEDICAL TREATMENT OF PRISONER FORM REGARDING A PRISONER.",,VACATION DAYS (25 day(s) ),charge,GUILTY
953916,1,Misuse of time.,,"DISMISSAL PROBATION (12 month(s) ), FORFEITURE OF TIME/LEAVE BALANCES, VACATION DAYS (30 day(s) )",charge,PLEADED GUILTY
953916,1,Consumed alcohol while on duty.,,"DISMISSAL PROBATION (12 month(s) ), FORFEITURE OF TIME/LEAVE BALANCES, VACATION DAYS (30 day(s) )",charge,PLEADED GUILTY
958643,1,01.Wrongfully searched a vehicle.,A-CD,A - COMMAND DISCIPLINE,allegation,
938586,1,Discourtesy.,,VACATION DAYS (10 day(s) ),charge,GUILTY
936676,1,01.Violated patrol rules.,NO DISCIPLINARY ACTION,,allegation,
936676,1,02.Wrongfully frisked an individual known to the Department.,NO DISCIPLINARY ACTION,,allegation,
936676,1,03.Wrongfully stopped an individual known to the Department.,NO DISCIPLINARY ACTION,,allegation,
941025,1,"WHILE ON-DUTY, FAILED TO CONDUCT PROPER INVESTIGATIONS",,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (30 day(s) )",charge,GUILTY
941025,1,"WHILE ON-DUTY, WRONGFULLY MADE FALSE ENTRIES REGARDING HIS INVESTIGATIONS",,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (30 day(s) )",charge,GUILTY
965142,1,01.improperly entered location without sufficient legal authority,TRAINING,TRAINING,allegation,
970553,1,01.Wrongfully disseminated confidential Department information.,B-CD,"B - COMMAND DISCIPLINE, VACATION DAYS (3 day(s) )",allegation,
934947,1,"WHILE ON-DUTY, DID FAIL AND NEGLECT TO MAKE PROPER ENTRIES IN HER ACTIVITY LOG.",,VACATION DAYS (10 day(s) ),charge,GUILTY
934947,1,"WHILE ON-DUTY, HAVING BECOME AWARE OF AN ALLEGATION OF MISCONDUCT BY ANOTHER MEMBER OF THE SERVICE, FAILED TO NOTIFY THE INTERNAL AFFAIRS BUREAU OF SAID ALLEGATION OF MISCONDUCT.",,VACATION DAYS (10 day(s) ),charge,GUILTY
934947,1,"WHILE ON-DUTY, FAILED TO INVESTIGATE AN ALLEGATION OF LARCENY.",,VACATION DAYS (10 day(s) ),charge,GUILTY
948213,1,ENGAGED IN A PHYSICAL ALTERCATION WITH A PERSON KNOWN TO THE DEPARTMENT.,,"COUNSELING, VACATION DAYS (20 day(s) )",charge,GUILTY
934943,1,01.Violated patrol rules.,TRAINING,TRAINING,allegation,
934943,1,02.Wrongful entry of a premises.,TRAINING,TRAINING,allegation,
934943,1,03.Wrongful search of a premises.,TRAINING,TRAINING,allegation,
958646,1,01.Wrongfully searched a vehicle.,TRAINING,TRAINING,allegation,
940200,1,WRONGFULLY RECEIVED THE BENEFIT OF UTILITY SERVICES AT A REDUCED RATE.,,VACATION DAYS (30 day(s) ),charge,GUILTY
940200,1,FAILED TO REPORT AND/OR TAKE POLICE ACTION UPON BECOMING AWARE OF MISCONDUCT.,,VACATION DAYS (30 day(s) ),charge,GUILTY
940200,1,"WHILE ON-DUTY,  DID UTILIZE A DEPARTMENT COMPUTER TO ACCESS DEPARTMENT RECORDS FOR PERSONAL REASONS.",,VACATION DAYS (30 day(s) ),charge,GUILTY
940200,1,"WHILE OFF-DUTY,  DID WRONGFULLY IMPEDE AN INVESTIGATION CONDUCTED BY CON EDISON.",,VACATION DAYS (30 day(s) ),charge,GUILTY
936680,1,"WHILE ON-DUTY, FAILED TO PREPARE MEMO BOOK ENTRIES, AS REQUIRED",,VACATION DAYS (1 day(s) ),charge,GUILTY
936680,2,"FAILURE TO PREPARE A STOP, QUESTION AND FRISK REPORT.",,VACATION DAYS (8 day(s) ),charge,GUILTY
936680,2,"FAILURE TO PREPARE A STOP, QUESTION AND FRISK REPORT.",,VACATION DAYS (8 day(s) ),charge,GUILTY
