taxid,group_id,description,recommendation,penalty,type,disposition
965355,2,01.Violated patrol rules.,B-CD,"B - COMMAND DISCIPLINE, VACATION DAYS (3 day(s) )",allegation,
965355,2,01.Wrongfully discourteous to an individual known to the Department.,B-CD,"B - COMMAND DISCIPLINE, VACATION DAYS (3 day(s) )",allegation,
960976,1,01.Wrongfully threatened to seize a person's property.,B-CD,,allegation,
937146,1,DID FAIL AND NEGLECT TO PROPERLY SAFEGUARD HIS FIREARM.,,"DISMISSAL PROBATION (12 month(s) ), PRE-TRIAL SUSPENSION DAYS (16 day(s) ), VACATION DAYS (14 day(s) )",charge,GUILTY
937146,1,"WHILE OFF-DUTY, SAID POLICE OFFICER DISPLAYED HIS DEPARTMENT ISSUED PARKING PERMIT IN HIS PERSONAL VEHICLE TO PARK BY A FIRE HYDRANT.",,"DISMISSAL PROBATION (12 month(s) ), PRE-TRIAL SUSPENSION DAYS (16 day(s) ), VACATION DAYS (14 day(s) )",charge,GUILTY
937146,1,POLICE OFFICER REPORTED LATE FOR HIS ASSIGNED TOUR OF DUTY AND FAILED TO NOTIFY A SUPERVISOR THAT HE WAS REPORTING LATE.,,"DISMISSAL PROBATION (12 month(s) ), PRE-TRIAL SUSPENSION DAYS (16 day(s) ), VACATION DAYS (14 day(s) )",charge,GUILTY
937146,2,"DID FAIL AND NEGLECT TO PROPERLY SAFEGUARD FIREARM, RESULTING IN THE LOSS OF SAID FIREARM.",,"DISMISSAL PROBATION (12 month(s) ), PRE-TRIAL SUSPENSION DAYS (16 day(s) ), VACATION DAYS (14 day(s) )",charge,GUILTY
937146,3,USED A DEPARTMENT COMPUTER FOR AN UNAUTHORIZED AND NON DEPARTMENTAL PURPOSE.,,VACATION DAYS (15 day(s) ),charge,GUILTY
937146,4,WAS OUT OF RESIDENCE WHILE ON SICK REPORT WITHOUT PERMISSION OR AUTHORITY GRANTED BY THE MEDICAL DIVISION SICK DESK SUPERVISOR OR HIS DISTRICT SURGEON.,,VACATION DAYS (15 day(s) ),charge,GUILTY
937146,5,Unfit for duty.,,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (15 day(s) )",charge,GUILTY
937146,5,Failed to timely make proper notifications.,,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (15 day(s) )",charge,GUILTY
937146,5,Violated personnel rules.,,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (15 day(s) )",charge,GUILTY
937146,5,"Wrongfully discourteous to an individual known to the Department. 
Failed to identify themselves as a police officer.",,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (15 day(s) )",charge,GUILTY
937146,1,01.Failed to remain alert while on post.,B-CD,"B - COMMAND DISCIPLINE, VACATION DAYS (10 day(s) )",allegation,
935359,1,Said Police Officer failed to make an arrest.,,"SUSPENDED W/O PAY (20 day(s) ), VACATION DAYS (20 day(s) )",charge,GUILTY
935359,1,Said Police Officer failed to conduct an investigation.,,"SUSPENDED W/O PAY (20 day(s) ), VACATION DAYS (20 day(s) )",charge,GUILTY
935359,1,Said Police Officer failed to take a report.,,"SUSPENDED W/O PAY (20 day(s) ), VACATION DAYS (20 day(s) )",charge,GUILTY
935359,1,Said Police Officer was discourteous.,,"SUSPENDED W/O PAY (20 day(s) ), VACATION DAYS (20 day(s) )",charge,GUILTY
950921,1,Failed to take police action/render police services.,,VACATION DAYS (27 day(s) ),charge,PLEADED GUILTY
950921,1,Failed to make proper notifications.,,VACATION DAYS (27 day(s) ),charge,PLEADED GUILTY
950921,1,Failed to prepare required report.,,VACATION DAYS (27 day(s) ),charge,PLEADED GUILTY
950921,1,Failed to make activity log entries.,,VACATION DAYS (27 day(s) ),charge,PLEADED GUILTY
950921,1,Failed to conduct an investigation.,,VACATION DAYS (27 day(s) ),charge,PLEADED GUILTY
944130,1,WRONGFULLY ENGAGED IN OFF-DUTY EMPLOYMENT WITHOUT DEPARTMENT AUTHORITY OR PERMISSION TO DO SO.,,VACATION DAYS (10 day(s) ),charge,GUILTY
944130,2,Discourtesy.,,VACATION DAYS (1 day(s) ),charge,GUILTY
947279,1,"FAILED TO SAFEGUARD HIS OFF-DUTY FIREARM, RESULTING IN THE LOSS OF SAID FIREARM.",,VACATION DAYS (30 day(s) ),charge,GUILTY
931840,1,"01.Failed to prepare a Property Clerk's Invoice Worksheet, as required.
Failed to safeguard prisoner property.",CHARGES AND SPECIFICATIONS,"B - COMMAND DISCIPLINE, VACATION DAYS (3 day(s) )",allegation,
965808,1,01.OUT OF RESIDENCE WHILE SICK.,C-CD,"C - COMMAND DISCIPLINE, VACATION DAYS (4 day(s) )",allegation,
960978,1,"FAILED TO RESIDE AS REQUIRED WITHIN THE CITY OF NEW YORK OR WESTCHESTER, ROCKLAND, ORANGE, PUTNAM, NASSAU OR SUFFOLK COUNTIES.",,VACATION DAYS (20 day(s) ),charge,GUILTY
963664,1,01.Failed to take police action.,TRAINING,TRAINING,allegation,
967618,1,01.Wrongfully issued a summons to an individual known to the Department.,CHARGES AND SPECIFICATIONS,"B - COMMAND DISCIPLINE, VACATION DAYS (10 day(s) )",allegation,
958958,1,01.Failed to submit report.,OTHER,TRAINING,allegation,
958958,1,02.Improperly used body-worn camera.,OTHER,TRAINING,allegation,
958958,1,03.Wrongfully entered premises.,TRAINING,TRAINING,allegation,
958958,2,01.Wrongfully searched a vehicle.,A-CD,"A - COMMAND DISCIPLINE, VACATION DAYS (1 day(s) )",allegation,
968653,1,01.Violated patrol rules - refused to provide name,A-CD,A - COMMAND DISCIPLINE,allegation,
968653,1,02.Violated patrol rules - refused to provide shield number,A-CD,A - COMMAND DISCIPLINE,allegation,
966727,1,01.Wrongful entry of a premises.,B-CD,,allegation,
953147,1,"ENGAGED IN CONDUCT PREJUDICIAL TO THE GOOD ORDER, EFFICIENCY, AND DISCIPLINE OF THE DEPARTMENT, TO WIT: IMPROPERLY STRUCK AN INDIVIDUAL KNOWN TO THE DEPARTMENT WHILE HE WAS HANDCUFFED.",,VACATION DAYS (15 day(s) ),charge,GUILTY
953147,1,01.Failed to activate their body worn camera.,OTHER,,allegation,
953147,1,02.Failed to make required entries in Department Logs.,OTHER,,allegation,
953147,2,01.Failed to obtain medical treatment.,CHARGES AND SPECIFICATIONS,,allegation,
953147,2,01.Wrongfully discourteous to an individual known to the Department.,CHARGES AND SPECIFICATIONS,,allegation,
953147,2,02.Made misleading or inaccurate statements during a Civilian Complaint Review Board interview.,CHARGES AND SPECIFICATIONS,,allegation,
953147,2,03.Wrongfully used physical force.,CHARGES AND SPECIFICATIONS,,allegation,
953147,3,01.Failed to make required entries in Department Logs.,OTHER,,allegation,
953147,3,"02.Failed to timely activate their body worn camera.
Wrongfully deactivated their body-worn camera.",OTHER,,allegation,
943590,1,ISSUED A DISORDERLY CONDUCT SUMMONS TO A PERSON KNOWN TO THE DEPARTMENT WITHOUT SUFFICIENT LEGAL AUTHORITY.,,VACATION DAYS (2 day(s) ),charge,GUILTY
943590,1,ISSUED A DISORDERLY CONDUCT SUMMONS TO A PERSON KNOWN TO THE DEPARTMENT WITHOUT SUFFICIENT LEGAL AUTHORITY.,,VACATION DAYS (2 day(s) ),charge,GUILTY
971158,1,01.Out of residence while sick.,CHARGES AND SPECIFICATIONS,"C - COMMAND DISCIPLINE, VACATION DAYS (5 day(s) )",allegation,
946039,1,"WRONGFULLY CHANGED THE DATE ON HIS RETURN TO DUTY FROM SICK REPORT SLIP FROM NOVEMBER 26, 2009 TO NOVEMBER 28, 2009.",,"SUSPENDED W/O PAY (10 day(s) ), VACATION DAYS (20 day(s) )",charge,GUILTY
946039,1,WAS ABSENT FROM SAID ASSIGNMENT WITHOUT PERMISSION OR POLICE NECESSITY.,,"SUSPENDED W/O PAY (10 day(s) ), VACATION DAYS (20 day(s) )",charge,GUILTY
946039,2,WAS ABSENT FROM SAID RESIDENCE WITHOUT THE PERMISSION OF SAID OFFICER'S DISTRICT SURGEON AND/OR HEALTH SERVICES DIVISION SICK DESK SUPERVISOR,,"SUSPENDED W/O PAY (10 day(s) ), VACATION DAYS (20 day(s) )",charge,GUILTY
967216,1,01.Violated patrol rules - failed to provide a business card,A-CD,A - COMMAND DISCIPLINE,allegation,
945260,1,"WHILE OFF-DUTY, DID WRONGFULLY CONSUME AN INTOXICANT TO THE EXTENT THAT HE WAS UNFIT FOR DUTY.",,"COUNSELING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (10 day(s) )",charge,GUILTY
945260,1,"WHILE OFF-DUTY, HAVING BEEN INVOLVED IN A POLICE INCIDENT, DID THEREAFTER FAIL TO REMAIN AT THE SCENE AND REQUEST THE RESPONSE OF A PATROL SUPERVISOR.",,"COUNSELING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (10 day(s) )",charge,GUILTY
945260,1,"WHILE ON-DUTY, DURING HIS OFFICIAL DEPARTMENT INTERVIEW MADE MISLEADING STATEMENTS.",,"COUNSELING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (10 day(s) )",charge,GUILTY
953149,1,01.Failed to prepare memo book entries.,INSTRUCTIONS,"INSTRUCTIONS, TRAINING",allegation,
953149,1,02.Improper frisk.,TRAINING,"INSTRUCTIONS, TRAINING",allegation,
953149,1,03.Improper use of body-worn camera.,TRAINING,"INSTRUCTIONS, TRAINING",allegation,
953149,2,01.Failed to prepare required reports.,B-CD,"B - COMMAND DISCIPLINE, VACATION DAYS (5 day(s) )",allegation,
959833,1,01.Failed to activate their body worn camera.,OTHER,,allegation,
935372,1,"WHILE ON-DUTY, ENTERED A LOCATION KNOWN TO THE DEPARTMENT WITHOUT SUFFICIENT LEGAL AUTHORITY",,"TRAINING, VACATION DAYS (5 day(s) )",charge,GUILTY
959835,1,01.Violated patrol rules.,TRAINING,TRAINING,allegation,
965360,1,01.Failed to prepare required reports.,B-CD,,allegation,
955236,1,Involved in a physical altercation.,,PRE-TRIAL SUSPENSION DAYS (30 day(s) ),charge,PLEADED GUILTY
955236,1,Failed to make proper notifications,,PRE-TRIAL SUSPENSION DAYS (30 day(s) ),charge,PLEADED GUILTY
955236,1,Dispute.,,PRE-TRIAL SUSPENSION DAYS (30 day(s) ),charge,PLEADED GUILTY
949380,1,"WHILE OFF DUTY, SAID OFFICER APPEARED AT THE HOME A PERSON KNOWN TO THE DEPARTMENT AND AFTER REPEATEDLY BEING TOLD BY SAID PERSON TO LEAVE HER HOME HE REFUSED TO DO SO.",,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (30 day(s) )",charge,GUILTY
949380,1,"WHILE OFF DUTY, SAID OFFICER ENTERED HIS VEHICLE AND PROCEEDED TO FOLLOW PERSON (S) KNOWN TO THE DEPARTMENT FOR SEVERAL MINUTES WHILE SHOUTING PROFANITIES AT THEM",,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (30 day(s) )",charge,GUILTY
949380,1,"WHILE OFF DUTY, AFTER FOLLOWING PERSON (S) KNOWN TO THE DEPARTMENT FOR SEVERAL MINUTES, SAID OFFICER WENT BACK TO PERSON KNOWN TO THE DEPARTMENT'S,  THEN DROVE HIS VEHICLE IN FRONT OF SAID VEHICLE OPERATED BY PERSON KNOWN TO THE DEPARTMENT WHILE IT WAS IN MOTION, CAUSING SAID VEHICLE TO STRIKE SAID OFFICER'S VEHICLE IN THE REAR.",,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (30 day(s) )",charge,GUILTY
949380,1,"WHILE OFF DUTY, AFTER HIS VEHICLE WAS REAR ENDED BY PERSON KNOWN TO THE DEPARTMENT, SAID OFFICER PROCEEDED TO EXIT HIS VEHICLE AND ENGAGED IN A SHOUTING MATCH WITH PERSON KNOWN TO THE DEPARTMENT",,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (30 day(s) )",charge,GUILTY
949380,1,01.Violated patrol rules.,A-CD,A - COMMAND DISCIPLINE,allegation,
970018,1,01.Wrongfully frisked an individual known to the Department.,B-CD,,allegation,
970018,1,02.Wrongfully searched an individual known to the Department.,B-CD,,allegation,
970018,1,03.Wrongfully stopped an individual known to the Department.,"A-CD,     B-CD",,allegation,
956962,1,"WHILE ON-DUTY, WRONGFULLY FAILED AND NEGLECTED TO MAKE ACCURATE ENTRIES IN A DEPARTMENT RECORD.",,VACATION DAYS (10 day(s) ),charge,GUILTY
956962,1,"WHILE ON-DUTY,  INAPPROPRIATELY FILLED OUT A COMPLAINANT'S REPORT OF LOST OR STOLEN PROPERTY INSTEAD OF HAVING THE COMPLAINANT FILL OUT THIS FORM.",,VACATION DAYS (10 day(s) ),charge,GUILTY
956962,1,"WHILE ON-DUTY,  WRONGFULLY MADE OR ALLOWED THE MAKING OF INCORRECT ENTRIES IN A DEPARTMENT RECORD.",,VACATION DAYS (10 day(s) ),charge,GUILTY
935374,1,"WHILE OFF-DUTY, WRONGFULLY DISPLAYED AN UNAUTHORIZED PHOTOCOPY OF A DEPARTMENT-ISSUED PARKING PERMIT.",,VACATION DAYS (10 day(s) ),charge,GUILTY
935374,1,01.Violated patrol rules.,NO DISCIPLINARY ACTION,,allegation,
964304,1,01.Failed to make required entries in Department Logs.,TRAINING,TRAINING,allegation,
964304,2,01.Failed to make required entries in Department Logs.,OTHER,TRAINING,allegation,
964304,2,01.Violated patrol rules - failed to provide a business card,TRAINING,TRAINING,allegation,
928835,1,Wrongfully questioned an individual known to the Department.,,VACATION DAYS (20 day(s) ),charge,PLEADED GUILTY
959050,1,01.Failed to activate their body worn camera.,OTHER,TRAINING,allegation,
959050,1,02.Failed to make required entries in Department Logs.,OTHER,TRAINING,allegation,
959050,1,03.Wrongful entry of a premises.,TRAINING,TRAINING,allegation,
959050,1,04.Wrongful search of a premises.,TRAINING,TRAINING,allegation,
927247,1,WRONGFULLY ENGAGED IN A PHYSICAL ALTERCATION WITH AN INDIVIDUAL KNOWN TO THE DEPARTMENT.,,"PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (10 day(s) )",charge,GUILTY
927247,1,"HAVING BEEN INVOLVED IN AN UNUSUAL POLICE OCCURRENCE, FAILED TO NOTIFY THE OPERATIONS UNIT.",,"PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (10 day(s) )",charge,GUILTY
955244,1,01.Wrongfully searched a vehicle,A-CD,,allegation,
955244,2,01.Failed to prepare required reports.,OTHER,,allegation,
946048,1,01.Violated patrol rules - failed to provide a business card,A-CD,A - COMMAND DISCIPLINE,allegation,
946048,2,01.Wrongfully deactivated their body worn camera.,OTHER,TRAINING,allegation,
968031,1,01.Wrongful entry of a premises,B-CD,,allegation,
952040,1,01.Wrongful entry of a premises.,TRAINING,TRAINING,allegation,
952040,2,01.Wrongfully discourteous to an individual known to the Department.,A-CD,"A - COMMAND DISCIPLINE, FORFEITURE OF TIME/LEAVE BALANCES",allegation,
946149,1,WAS ABSENT FROM RESIDENCE WHILE OUT SICK WITHOUT PERMISSION.,,VACATION DAYS (12 day(s) ),charge,PLEADED GUILTY
946149,1,WAS ABSENT FROM RESIDENT COUNTY WHILE ON SICK REPORT WITHOUT PRIOR APPROVAL.,,VACATION DAYS (12 day(s) ),charge,PLEADED GUILTY
934019,1,"WHILE ON-DUTY, WRONGFULLY SEARCHED A PERSON KNOWN TO THE DEPARTMENT's VEHICLE WITHOUT SUFFICIENT LEGAL AUTHORITY.",,VACATION DAYS (7 day(s) ),charge,GUILTY
934019,1,"WHILE ON-DUTY, ABUSED HIS AUTHORITY AS A MEMBER OF THE NEW YORK CITY POLICE DEPARTMENT IN THAT HE FRISKED A PERSON KNOWN TO THE DEPARTMENT WITHOUT SUFFICIENT LEGAL AUTHORITY.",,VACATION DAYS (7 day(s) ),charge,GUILTY
934019,1,"WHILE ON-DUTY, WRONGFULLY SEARCHED A PERSON KNOWN TO THE DEPARTMENT's VEHICLE WITHOUT SUFFICIENT LEGAL AUTHORITY.",,VACATION DAYS (7 day(s) ),charge,GUILTY
965812,1,01.Violated patrol rules.,B-CD,,allegation,
965812,2,01.Failed to prepare required reports.,OTHER,TRAINING,allegation,
934020,1,USED HIS PERSONAL VIDEO CAMERA TO RECORD THE EXECUTION OF THREE (3) SEARCH WARRANTS AND DID NOT HAVE THE PERMISSION OR AUTHORITY OF THE DEPARTMENT TO DO SO.,,VACATION DAYS (15 day(s) ),charge,GUILTY
934020,1,FAILED TO DISCLOSE AND PROVIDE A COPY OF VIDEO RECORDINGS HE MADE OF THE EXECUTION OF SEARCH WARRANTS TO THE OFFICE OF THE DISTRICT ATTORNEY.,,VACATION DAYS (15 day(s) ),charge,GUILTY
934020,2,HAVING BEEN INVOLVED IN AN UNUSUAL POLICE OCCURRENCE FAILED TO REMAIN AT THE SCENE OR TO NOTIFY THE DEPARMENT's OPERATIONS UNIT.,,VACATION DAYS (8 day(s) ),charge,GUILTY
934020,2,HAVING BEEN INVOLVED IN AN OFF-DUTY ALTERCATION FAILED TO IMMEDIATELY NOTIFY THE DEPARTMENT OF SAID OCCURRENCE.,,VACATION DAYS (8 day(s) ),charge,GUILTY
966238,1,01.Failed to activate body worn camera,A-CD,"A - COMMAND DISCIPLINE, TRAINING",allegation,
966238,1,01.refused to provide shield number,A-CD,"A - COMMAND DISCIPLINE, TRAINING",allegation,
950930,1,"WHILE ON-DUTY, FAILED TO GENERATE A COMPLAINT REPORT WORKSHEET AFTER BEING INFORMED THAT A COMPLAINANT WAS THE VICTIM OF A CRIME, AS REQUIRED",,VACATION DAYS (10 day(s) ),charge,PLEADED GUILTY
932190,1,"WHILE ON-DUTY, FAILED TO FULLY INVESTIGATE CIRCUMSTANCE OF A MOTOR VEHICLE ACCIDENT PRIOR TO PREPARING POLICE ACCIDENT REPORT PAPERWORK.",,VACATION DAYS (30 day(s) ),charge,GUILTY
932190,1,"WHILE ON-DUTY, FAILED TO DETERMINE THE CAUSE OF THE COLLISION BY INQUIRY AND OBSERVATION PRIOR TO PREPARING POLICE ACCIDENT REPORT PAPERWORK.",,VACATION DAYS (30 day(s) ),charge,GUILTY
932190,1,"WHILE ON-DUTY, DID FAIL AND NEGLECT TO MAKE ENTRIES IN HIS ACTIVITY LOG.",,VACATION DAYS (30 day(s) ),charge,GUILTY
932190,1,"WHILE ON-DUTY, ATTESTING UNDER THE PENALTY OF PERJURY TO THE TRUTHFULNESS AND COMPLETENESS OF A CRIMINAL COURT COMPLAINT, SIGNED A SUPPORTING DEPOSITION WHICH CONTAINED INACCURATE INFORMATION.",,VACATION DAYS (30 day(s) ),charge,GUILTY
953166,1,"AFTER BEING INVOLVED IN AN OFF-DUTY INCIDENT, FAILED TO NOTIFY THE OPERATIONS UNIT AND/OR HIS COMMANDING OFFICER IN A TIMELY MANNER.",,VACATION DAYS (25 day(s) ),charge,GUILTY
953166,1,FAILED TO PRODUCE FOR INSPECTION HIS SEASON PASS OR DAILY ADMISSION TICKET TO LONG BEACH SPECIAL POLICE OFFICERS IN VIOLATION OF LOCAL ORDINANCE.,,VACATION DAYS (25 day(s) ),charge,GUILTY
953166,1,"WHILE OFF-DUTY, FAILED TO PRODUCE FOR INSPECTION HIS SEASON PASS OR DAILY ADMISSION TICKET TO CITY OF LONG BEACH SPECIAL POLICE OFFICERS IN VIOLATION OF THE CODE OF ORDINANCES OF THE CITY OF LONG BEACH",,VACATION DAYS (25 day(s) ),charge,GUILTY
953166,1,01.Criminal Mischief.,"B-CD,     CHARGES AND SPECIFICATIONS","COUNSELING, INSTRUCTIONS",allegation,
953166,1,02.Failed to make proper notifications.,"B-CD,     CHARGES AND SPECIFICATIONS","COUNSELING, INSTRUCTIONS",allegation,
958970,1,01.Violated patrol rules.,A-CD,,allegation,
958970,2,01.Failed to make required entries in Department Logs.,OTHER,,allegation,
942256,1,FAILED TO NOTIFY THE DEPARTMENT IN A TIMELY MANNER OF A POLICE INCIDENT THAT INVOLVED MEMBERS KNOWN TO THE DEPARTMENT,,VACATION DAYS (15 day(s) ),charge,GUILTY
942256,1,"WHILE OFF-DUTY, WRONGFULLY USED A SUBSTANCE TO OBSCURE HIS LICENSE PLATE",,VACATION DAYS (15 day(s) ),charge,GUILTY
946051,1,01.Failed to make required entries in Department Logs.,OTHER,,allegation,
973621,1,01.Failed to activate their body worn camera.,TRAINING,TRAINING,allegation,
971161,1,01.Wrongfully issued a summons to an individual known to the Department.,A-CD,,allegation,
969247,1,Wrongfully used physical force.,,"INSTRUCTIONS, VACATION DAYS (10 day(s) )",charge,PLEADED GUILTY
969247,1,Failed to make required entries in Department Logs.,,"INSTRUCTIONS, VACATION DAYS (10 day(s) )",charge,PLEADED GUILTY
956965,1,01.Wrongfully used physical force.,A-CD,,allegation,
956965,2,01.Failed to prepare required reports.,OTHER,,allegation,
956965,3,01.Violated patrol rules.,A-CD,,allegation,
952044,1,01.Improper search,TRAINING,TRAINING,allegation,
958971,1,01.Wrongfully used a chokehold.,CHARGES AND SPECIFICATIONS,,allegation,
958971,2,01.Made false statements during a Civilian Complaint Review Board interview.,CHARGES AND SPECIFICATIONS,,allegation,
958971,2,01.Wrongful threat of force.,CHARGES AND SPECIFICATIONS,,allegation,
958971,2,01.Wrongfully discourteous to an individual known to the Department.,CHARGES AND SPECIFICATIONS,,allegation,
958971,2,02.Made misleading or inaccurate statements during a Civilian Complaint Review Board interview.,CHARGES AND SPECIFICATIONS,,allegation,
958971,2,02.Wrongfully used physical force.,CHARGES AND SPECIFICATIONS,,allegation,
958971,2,03.Violated patrol rules.,CHARGES AND SPECIFICATIONS,,allegation,
958971,2,04.Wrongfully restricted breathing.,CHARGES AND SPECIFICATIONS,,allegation,
958971,2,05.Wrongfully used a chokehold.,CHARGES AND SPECIFICATIONS,,allegation,
966239,1,01.Wrongfully used physical force.,B-CD,,allegation,
966239,2,01.Wrongfully stopped an individual known to the Department.,TRAINING,TRAINING,allegation,
950935,1,Involved in a verbal altercation.,,"COUNSELING, VACATION DAYS (30 day(s) )",charge,GUILTY
950935,1,Failed to make proper notifications.,,"COUNSELING, VACATION DAYS (30 day(s) )",charge,GUILTY
957889,1,"WHILE ON-DUTY, FAILED TO PROPERLY SAFEGUARD A PRISONER RESULTING IN LOSS OF PRISONER.",,PRE-TRIAL SUSPENSION DAYS (22 day(s) ),charge,GUILTY
957889,1,"WHILE ON-DUTY, FAILED TO PROPERLY SAFEGUARD A PRISONER RESULTING IN LOSS OF PRISONER.",,PRE-TRIAL SUSPENSION DAYS (22 day(s) ),charge,GUILTY
924241,1,01.Wrongful entry of a premises.,A-CD,A - COMMAND DISCIPLINE,allegation,
956969,1,01.Improper vehicle pursuit,C-CD,A - COMMAND DISCIPLINE,allegation,
933085,1,RESIDED IN NJ,,"COUNSELING, SUSPENDED W/O PAY (31 day(s) ), VACATION DAYS (14 day(s) )",charge,GUILTY
933085,1,"INACCURATE ENTRIES IN DEPARTMENT RECORDS, INACCURATELY INDICATED WHERE HE RESIDED.",,"COUNSELING, SUSPENDED W/O PAY (31 day(s) ), VACATION DAYS (14 day(s) )",charge,GUILTY
933085,2,"WHILE OFF-DUTY, WAS  INVOLVED IN A VERBAL AND PHYSICAL ALTERCATION WITH PERSON KNOWN TO DEPARTMENT",,"COUNSELING, SUSPENDED W/O PAY (31 day(s) ), VACATION DAYS (14 day(s) )",charge,GUILTY
933085,2,"WHILE OFF-DUTY, REPEATEDLY PREVENTED A PERSON KNOWN TO THE DEPARTMENT FROM CALLING 911 DURING A VERBAL AND PHYSICAL ALTERCATION.",,"COUNSELING, SUSPENDED W/O PAY (31 day(s) ), VACATION DAYS (14 day(s) )",charge,GUILTY
