taxid,group_id,description,recommendation,penalty,type,disposition
951461,1,"Operated a motor vehicle recklessly. 
Unfit for duty.",,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (40 day(s) )",charge,PLEADED GUILTY
951461,1,Unfit for duty while armed.,,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (40 day(s) )",charge,PLEADED GUILTY
947631,1,01.Failed to activate their body worn camera.,A-CD,TRAINING,allegation,
945130,1,"WHILE OFF-DUTY, WAS PRESENT AT AN UNUSUAL POLICE OCCURRENCE AND FAILED TO PROMPTLY MAKE NOTIFICATIONS",,VACATION DAYS (10 day(s) ),charge,GUILTY
945130,1,"WHILE OFF-DUTY, WAS PRESENT AT AN UNUSUAL POLICE OCCURRENCE AND FAILED TO REMAIN AT THE SCENE",,VACATION DAYS (10 day(s) ),charge,GUILTY
945130,1,"WHILE OFF-DUTY, WAS PRESENT AT AN UNUSUAL POLICE OCCURRENCE AND FAILED TO PROMPTLY CONTACT THE LOCAL POLICE",,VACATION DAYS (10 day(s) ),charge,GUILTY
968201,1,01.Wrongful entry of a premises.,TRAINING,TRAINING,allegation,
961474,1,01.Made false statements during a Civilian Complaint Review Board interview.,NO DISCIPLINARY ACTION,TRAINING,allegation,
961474,1,02.Wrongfully questioned an individual known to the Department.,TRAINING,TRAINING,allegation,
937786,1,"WHILE OFF-DUTY, WAS INVOLVED IN A PHYSICAL ALTERCATION WITH A PERSON KNOWN TO THE DEPARTMENT.",,"COUNSELING, VACATION DAYS (30 day(s) )",charge,GUILTY
937786,1,"WHILE OFF-DUTY, HAVING BEEN INVOLVED IN AN OFF-DUTY INCIDENT, DID THEREAFTER FAIL AND NEGLECT TO REPORT SAID INCIDENT TO THE PATROL SUPERVISOR.",,"COUNSELING, VACATION DAYS (30 day(s) )",charge,GUILTY
937786,1,"WHILE OFF-DUTY, DID WRONGFULLY CONSUME AN INTOXICANT TO THE EXTENT THAT SAID OFFICER WAS UNFIT FOR DUTY.",,"COUNSELING, VACATION DAYS (30 day(s) )",charge,GUILTY
937786,1,DID WRONGFULLY AND WITHOUT JUST CAUSE PREVENT OR INTERFERE WITH AN OFFICIAL DEPARTMENT INVESTIGATION.,,"COUNSELING, VACATION DAYS (30 day(s) )",charge,GUILTY
957304,1,01.Violated patrol rules.,NO DISCIPLINARY ACTION,TRAINING,allegation,
968202,1,01.Wrongfully issued a summons to an individual known to the Department.,NO DISCIPLINARY ACTION,,allegation,
942839,1,01.Made computer inquiries unrelated to official Department business.,C-CD,"C - COMMAND DISCIPLINE, VACATION DAYS (18 day(s) )",allegation,
942839,1,01.Violated sick leave regulations.,C-CD,"C - COMMAND DISCIPLINE, VACATION DAYS (18 day(s) )",allegation,
942839,1,02.Made misleading or inaccurate statements during an official Department interview.,NO DISCIPLINARY ACTION,"C - COMMAND DISCIPLINE, VACATION DAYS (18 day(s) )",allegation,
942839,1,03.Violated Department of Motor Vehicles rules.,C-CD,"C - COMMAND DISCIPLINE, VACATION DAYS (18 day(s) )",allegation,
929398,1,01.Wrongfully deactivated their body-worn camera.,TRAINING,TRAINING,allegation,
960080,1,01.Wrongfully threatened to damage property.,B-CD,,allegation,
956082,1,WAS OUT OF RESIDENCE WHILE ON SICK REPORT WHILE DESIGNATED CHRONIC A SICK.,,VACATION DAYS (15 day(s) ),charge,GUILTY
947634,1,DID WRONGFULLY ENGAGE IN OFF-DUTY EMPLOYMENT WITHOUT THE NECESSARY PERMISSION AND APPROVAL OF THE DEPARTMENT.,,VACATION DAYS (10 day(s) ),charge,GUILTY
947634,1,01.Wrongfully used physical force.,B-CD,"B - COMMAND DISCIPLINE, VACATION DAYS (5 day(s) )",allegation,
947634,2,01.Wrongfully used physical force.,CHARGES AND SPECIFICATIONS,"B - COMMAND DISCIPLINE, VACATION DAYS (10 day(s) )",allegation,
937792,1,FAILED TO MAKE ACTIVITY LOG ENTRY,,VACATION DAYS (10 day(s) ),charge,PLEADED GUILTY
937792,1,FAILED TO PREPARE A UF-250 STOP AND FRISK REPORT.,,VACATION DAYS (10 day(s) ),charge,PLEADED GUILTY
937792,1,IMPROPERLY SEARCHED A VEHICLE OCCUPIED BY PERON KNOWN TO DEPARTMENT,,VACATION DAYS (10 day(s) ),charge,GUILTY
937792,1,IMPROPERLY FRISKED PERSON KNOWN TO DEPARTMENT,,VACATION DAYS (10 day(s) ),charge,GUILTY
937792,2,"WHILE ON-DUTY, WRONGFULLY FAILED TO FOLLOW PRISONER TRANSPORT PROCEDURES AND TO PROPERLY SAFEGUARD THE PRISONER, RESULTING IN THE ESCAPE OF SAID PRISONER.",,VACATION DAYS (15 day(s) ),charge,GUILTY
937792,2,"WHILE ON-DUTY, WRONGFULLY MISREPRESENTED TO HIS SUPERVISOR, THAT HE WAS NOT QUALFIED TO OPERATE A PRISONER VAN WHEN, IN FACT, HE WAS SO QUALIFIED.",,VACATION DAYS (15 day(s) ),charge,GUILTY
937792,3,"WHILE OFF-DUTY, OPERATED A MOTOR VEHICLE WHILE UNDER THE INFLUENCE OF AN INTOXICANT.",,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), SUSPENDED W/O PAY (15 day(s) ), VACATION DAYS (15 day(s) )",charge,GUILTY
937792,3,"WHILE OFF-DUTY, DID CONSUME AN INTOXICANT TO THE EXTENT THAT SAID POLICE OFFICER WAS UNFIT FOR DUTY.",,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), SUSPENDED W/O PAY (15 day(s) ), VACATION DAYS (15 day(s) )",charge,GUILTY
937792,3,"WHILE OFF-DUTY, REFUSED TO SUBMIT TO A CHEMICAL BREATH TEST.",,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), SUSPENDED W/O PAY (15 day(s) ), VACATION DAYS (15 day(s) )",charge,GUILTY
937792,3,"WHILE OFF-DUTY, FAILED TO NOTIFY THE OPERATIONS UNIT UPON HIS RELEASE FROM CUSTODY THAT HE HAD BEEN ARRESTED.",,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), SUSPENDED W/O PAY (15 day(s) ), VACATION DAYS (15 day(s) )",charge,GUILTY
964853,1,01.Wrongfully discourteous to an individual known to the Department.,A-CD,,allegation,
964853,2,01.Violated patrol rules - refused to provide name,A-CD,"A - COMMAND DISCIPLINE, TRAINING",allegation,
961480,1,01.Violated patrol rules.,A-CD,,allegation,
961480,2,01.Failed to make required entries in Department Logs.,OTHER,,allegation,
961480,3,01.Wrongful strip search of a person known to the Department.,CHARGES AND SPECIFICATIONS,,allegation,
962891,1,01.Failed to follow proper firearm handling procedures resulting in a discharge.,B-CD,"B - COMMAND DISCIPLINE, VACATION DAYS (3 day(s) )",allegation,
931483,1,01.Failed to prepare required reports.,TRAINING,TRAINING,allegation,
931483,2,01.Violated patrol rules.,A-CD,"B - COMMAND DISCIPLINE, INSTRUCTIONS",allegation,
931483,2,01.Wrongfully stopped an individual known to the Department.,NO DISCIPLINARY ACTION,"B - COMMAND DISCIPLINE, INSTRUCTIONS",allegation,
941422,1,01.Interfere with a recording device.,CHARGES AND SPECIFICATIONS,,allegation,
958202,1,01.Wrongful entry of a premises.,A-CD,"A - COMMAND DISCIPLINE, VACATION DAYS (1 day(s) )",allegation,
939741,1,01.Violated patrol rules.,B-CD,,allegation,
933845,1,01.Wrongfully damaged property.,B-CD,"B - COMMAND DISCIPLINE, VACATION DAYS (6 day(s) )",allegation,
961483,1,01.Violated patrol rules - refused to provide name,A-CD,A - COMMAND DISCIPLINE,allegation,
961483,2,01.Violated patrol rules.,A-CD,,allegation,
961483,3,01.Failed to make required entries in Department Logs.,OTHER,,allegation,
